COU,DNK,DNK,SWE,SWE,SWE,SWE,USA,USA,USA,RUS,RUS,JPN,JPN,JPN,ESP,ESP,ESP,GBR,GBR,ZAF,BRA,NZL,NZL,NZL,PRT,PRT,AUS,AUS,AUS,CAN,CAN,BEL,BEL,BEL,BEL,BEL,FIN,FIN,FIN,FRA,FRA,FRA,DEU,DEU,DEU,DEU,ISL,ISL,ITA,ITA,ITA,ITA,ITA,NLD,NLD,NLD,NLD,NLD,NOR,NOR,NOR,NOR
VAR,ENTRIES,BANKRUPTCIES,ENTRIES,ENTRIES,BANKRUPTCIES,BANKRUPTCIES,ENTRIES,BANKRUPTCIES,EXITS,ENTRIES,EXITS,ENTRIES,BANKRUPTCIES,EXITS,ENTRIES,BANKRUPTCIES,EXITS,ENTRIES,BANKRUPTCIES,BANKRUPTCIES,BANKRUPTCIES,ENTRIES,BANKRUPTCIES,EXITS,ENTRIES,EXITS,ENTRIES,ENTRIES,BANKRUPTCIES,ENTRIES,EXITS,ENTRIES,ENTRIES,BANKRUPTCIES,EXITS,EXITS,ENTRIES,BANKRUPTCIES,EXITS,ENTRIES,ENTRIES,BANKRUPTCIES,ENTRIES,ENTRIES,BANKRUPTCIES,EXITS,ENTRIES,BANKRUPTCIES,ENTRIES,ENTRIES,BANKRUPTCIES,EXITS,EXITS,ENTRIES,ENTRIES,BANKRUPTCIES,BANKRUPTCIES,EXITS,ENTRIES,ENTRIES,BANKRUPTCIES,BANKRUPTCIES
MEA,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX,INDEX
ISIC4,01_99,01_99,01_99,01_99C,01_99,01_99C,01_99,01_99C,01_99,01_99,01_99,01_99,01_99C,01_99,01_99C,01_99,01_99C,01_99C,01_99C,01_99,01_99,01_99C,01_99C,01_99C,01_99C,01_99C,01_99,01_99C,01_99C,01_99C,01_99C,01_99,01_99C,01_99,01_99,01_99C,01_99,01_99,01_99,01_99,01_99C,01_99C,01_99,01_99C,01_99,01_99,01_99,01_99,01_99,01_99C,01_99,01_99,01_99C,01_99,01_99C,01_99,01_99C,01_99C,01_99,01_99C,01_99,01_99C
2004-Q4,75.58997449,102.53227,,,,119.9133802,100.3005127,,90.12213201,,,84.21397994,,98.57237358,93.23186733,,67.12747745,86.95947669,93.97157881,109.4416993,253.4639405,,,,,,,101.0228603,86.38212289,96.88758607,126.9039538,,,81.36175553,,,79.67608619,105.1630203,92.21361849,80.12115949,76.26558318,94.90773577,,,111.3324341,,,,100.2153443,86.96735867,193.6945682,76.86356145,66.90967253,,,120.2736794,146.054132,,89.91990974,74.41008128,148.6525566,134.4972007
2005-Q1,78.27986097,99.51567132,,,,116.6993448,101.3035677,,89.85708401,,,85.57789744,,99.53314622,94.87268764,77.64595644,67.05633616,87.93845116,95.33602557,107.2058969,240.2107137,,,,75.65723568,91.7895412,,101.1502638,87.85102696,96.9777194,127.7972337,,,83.63324485,,,81.16794778,104.652023,92.37244679,81.0642075,77.28570098,96.11125762,,,111.3993747,,,82.79613016,99.84849204,88.25211539,196.9221407,78.22457097,69.48172726,,,126.2122567,145.831721,,91.58450762,76.98385144,143.7702099,126.9286855
2005-Q2,80.64129462,103.8674556,,,,114.7209866,102.5524684,,89.84398736,,,87.11008072,,100.1861158,100.2333113,90.1441056,69.65676347,88.16270174,101.6905343,104.0563612,215.512559,,,,80.4084846,90.43055352,,101.3910558,93.5537788,96.9164861,129.6243957,,,87.00442427,,,83.47527789,103.359877,92.7484886,84.13290108,79.6128963,95.50284194,,,111.6223805,,,85.88358392,99.7125644,89.75161057,200.3889456,79.77429716,70.32069444,,,129.2249847,141.8470059,,93.54369376,79.03041797,132.7625207,118.9940137
2005-Q3,83.14466041,107.9819406,,,,111.6493843,103.7123546,,90.47879712,,,88.47285367,,99.71483166,103.6757329,96.54310185,71.37819168,88.52546198,105.0477294,99.87439387,175.4981473,,,,82.62959555,92.10581398,,100.9955213,100.5531916,96.11025592,129.6825759,,,90.50377235,,,85.52930533,100.5839614,93.01960473,84.31510737,80.91160205,93.86349782,,,110.8049868,,,83.8502071,99.59401734,91.79310385,200.9424708,81.21339648,69.96833188,,,126.9643391,138.8332248,,95.9927465,80.32386445,116.5394169,116.6987843
2005-Q4,86.0763553,102.2804244,,,,107.7689872,104.153735,,91.5450396,,,89.53080008,,98.09996848,103.9795602,93.99747348,74.42359255,89.26726196,104.2649698,96.06308188,153.5953829,,,,84.07374091,95.20673895,,101.7859408,104.7754825,94.72047021,127.3954757,,,93.56819183,,,87.26201938,99.57950191,93.36511931,84.63094446,81.97833983,91.78888098,,,109.6040872,,,81.86811891,99.54885045,96.32918887,199.6165882,82.5627343,71.06777551,,,125.5692308,137.1242404,,99.24616234,103.6763099,103.4285889,116.552896
2001-Q3,60.0615708,101.2879483,,,,125.0283557,96.12294793,,95.9274016,,,87.68622246,,100.6523955,77.66044033,,62.60810323,,,137.1100443,289.3709546,,,,,,,61.28395447,89.65028776,84.24490862,123.014328,,,81.86645482,,,64.763901,127.5954586,86.5645458,65.19612996,56.42904718,91.24234192,,,,,,,98.20181491,105.2626911,183.8295794,71.40119348,51.55125039,,,76.79698947,95.97808705,,74.61728035,62.07933237,122.6923495,115.5188363
2006-Q1,89.20430348,89.72819359,,,,104.3096513,103.8948179,59.13821532,92.73451305,,,90.8127224,,96.18410387,104.2966112,90.3379349,77.97528513,90.4295474,103.5064623,94.31326924,147.2195596,,,,90.89232187,97.01001945,,104.4796468,105.1279455,94.06954018,124.7955076,,,95.89386551,,,89.24473207,101.1788735,94.00365667,86.74874412,83.81172825,90.54631956,,,108.6966184,98.99202694,,83.76261993,99.63011448,99.54122159,193.2055905,84.3278382,72.62955328,,,124.1022406,131.9112116,,102.008854,104.5468805,100.2757028,114.8479705
2006-Q2,92.19596958,81.50219763,,,,102.713799,103.1296291,66.88562338,94.06220827,,,93.01343036,,94.85848822,106.1543494,85.41724764,79.28308219,91.14953226,101.6655585,94.67448451,140.4300668,,,,93.24450084,98.50257242,,108.7453178,102.80246,94.57240054,122.5666059,,,96.76143177,,,91.88421368,101.8484813,94.86611725,86.4518809,84.30654537,92.38511827,,,107.492673,99.17960357,,87.06257945,99.74327401,95.02676671,179.6788038,86.41943596,73.43477107,,,119.4620995,122.1272317,,103.3498324,105.1020376,103.2630397,114.9414316
2006-Q3,94.93415686,81.4993903,,,,103.5287941,102.4795731,74.50715819,94.95044399,,,96.24866987,,94.9113687,108.707802,84.10871588,82.69276322,92.4712497,101.4741809,95.90479977,130.4675376,,,,89.46534824,99.3659394,,115.3151211,101.2350136,95.95714163,120.3618409,,,97.26438674,,,95.35106806,100.7776509,95.92565336,86.50636127,84.64053213,95.67178893,,,106.0972371,99.40881693,,91.14676581,100.2859105,93.94856768,160.5569909,88.8280854,74.48862787,,,113.0267698,111.6841835,,103.7849524,105.2080952,108.9780267,117.1391836
2006-Q4,96.8883082,89.12083617,,,,104.5810507,102.3564496,81.48780806,95.72479925,,,99.77030207,,96.42647385,109.463005,86.00463794,88.99005772,96.96333368,101.6776919,97.14789294,117.2264064,,,,90.11476689,99.01619073,,122.5768203,101.182684,97.92330376,118.531224,,,98.35833088,,,98.80945345,99.60894993,97.10421564,90.865248,88.98680919,97.93942434,,,104.4699902,99.62803309,,93.94007094,100.9929518,101.1055388,136.2816164,92.16369738,78.93915139,,,107.8190988,104.9207361,,103.1852567,104.2382406,111.5394148,114.0906422
2007-Q1,98.04819022,96.99000206,97.72348335,94.11024557,98.71440624,103.4769381,101.586953,88.08185618,97.08171242,101.1196828,125.8596615,102.4721065,96.56198854,98.54676576,108.2435444,86.57892686,95.32560746,102.836993,100.2449666,98.21943837,109.5595614,110.8705921,94.88025883,98.56828699,94.58243174,98.8142543,101.4935905,128.148347,99.56749299,99.8078033,99.91431262,99.90958491,95.65960812,99.46145346,99.80053165,103.1120655,100.3519218,99.44022101,98.24295443,95.41925271,95.54847311,99.26942853,104.0702452,98.41212368,102.3013828,99.76656228,96.23210369,96.43363414,101.1541985,104.653988,113.2414619,95.86039195,86.84902711,102.9166019,102.7537093,105.0238019,100.842312,97.5456524,102.0160587,102.082568,106.7958984,105.4394526
