SUBJECT,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MANM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,MABM,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,IRLT,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCUS,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT01,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,CCRETT02,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IR3TIB,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI,IRSTCI
LOCATION,AUS,AUS,AUS,HUN,HUN,HUN,ISL,ISL,ISL,IRL,IRL,IRL,ITA,ITA,ITA,JPN,JPN,JPN,KOR,KOR,KOR,LUX,LUX,LUX,MEX,MEX,MEX,NLD,NLD,NLD,NZL,NZL,NZL,AUT,AUT,AUT,NOR,NOR,NOR,POL,POL,POL,PRT,PRT,PRT,SVK,SVK,SVK,ESP,ESP,ESP,SWE,SWE,SWE,CHE,CHE,CHE,TUR,TUR,TUR,GBR,GBR,GBR,USA,USA,USA,BEL,BEL,BEL,BRA,BRA,BRA,CHL,CHL,CHL,CHN,CHN,CHN,EST,EST,EST,IND,IND,IND,IDN,IDN,IDN,ISR,ISR,ISR,RUS,RUS,RUS,SVN,SVN,SVN,ZAF,ZAF,ZAF,CAN,CAN,CAN,COL,COL,COL,LVA,LVA,LVA,EA19,EA19,EA19,CZE,CZE,CZE,DNK,DNK,DNK,FIN,FIN,FIN,FRA,FRA,FRA,DEU,DEU,DEU,GRC,GRC,GRC,AUS,AUS,AUS,HUN,HUN,HUN,ISL,ISL,ISL,JPN,JPN,JPN,KOR,KOR,KOR,MEX,MEX,MEX,NZL,NZL,NZL,NOR,NOR,NOR,POL,POL,POL,SWE,SWE,SWE,CHE,CHE,CHE,TUR,TUR,TUR,GBR,GBR,GBR,USA,USA,USA,BRA,BRA,BRA,CHL,CHL,CHL,CHN,CHN,CHN,IND,IND,IND,IDN,IDN,IDN,ISR,ISR,ISR,RUS,RUS,RUS,ZAF,ZAF,ZAF,CAN,CAN,CAN,COL,COL,COL,OECD,OECD,OECD,OECDE,OECDE,OECDE,EA19,EA19,EA19,CRI,CRI,CRI,CZE,CZE,CZE,DNK,DNK,DNK,AUS,AUS,AUS,HUN,HUN,HUN,ISL,ISL,ISL,JPN,JPN,JPN,KOR,KOR,KOR,MEX,MEX,MEX,NZL,NZL,NZL,NOR,NOR,NOR,POL,POL,POL,SWE,SWE,SWE,CHE,CHE,CHE,TUR,TUR,TUR,GBR,GBR,GBR,USA,USA,USA,BRA,BRA,BRA,CHL,CHL,CHL,CHN,CHN,CHN,IND,IND,IND,IDN,IDN,IDN,ISR,ISR,ISR,RUS,RUS,RUS,ZAF,ZAF,ZAF,CAN,CAN,CAN,COL,COL,COL,OECD,OECD,OECD,OECDE,OECDE,OECDE,EA19,EA19,EA19,CRI,CRI,CRI,CZE,CZE,CZE,DNK,DNK,DNK,AUS,AUS,AUS,HUN,HUN,HUN,ISL,ISL,ISL,IRL,IRL,IRL,ITA,ITA,ITA,JPN,JPN,JPN,KOR,KOR,KOR,LUX,LUX,LUX,MEX,MEX,MEX,NLD,NLD,NLD,NZL,NZL,NZL,AUT,AUT,AUT,NOR,NOR,NOR,POL,POL,POL,PRT,PRT,PRT,SVK,SVK,SVK,ESP,ESP,ESP,SWE,SWE,SWE,CHE,CHE,CHE,GBR,GBR,GBR,USA,USA,USA,BEL,BEL,BEL,CHL,CHL,CHL,IND,IND,IND,ISR,ISR,ISR,RUS,RUS,RUS,SVN,SVN,SVN,ZAF,ZAF,ZAF,CAN,CAN,CAN,COL,COL,COL,LVA,LVA,LVA,EA19,EA19,EA19,CRI,CRI,CRI,LTU,LTU,LTU,CZE,CZE,CZE,DNK,DNK,DNK,FIN,FIN,FIN,FRA,FRA,FRA,DEU,DEU,DEU,GRC,GRC,GRC,AUS,AUS,AUS,HUN,HUN,HUN,ISL,ISL,ISL,JPN,JPN,JPN,KOR,KOR,KOR,MEX,MEX,MEX,NZL,NZL,NZL,NOR,NOR,NOR,POL,POL,POL,SWE,SWE,SWE,CHE,CHE,CHE,TUR,TUR,TUR,GBR,GBR,GBR,BRA,BRA,BRA,CHL,CHL,CHL,CHN,CHN,CHN,IND,IND,IND,IDN,IDN,IDN,ISR,ISR,ISR,RUS,RUS,RUS,ZAF,ZAF,ZAF,CAN,CAN,CAN,SDR,SDR,SDR,COL,COL,COL,LVA,LVA,LVA,EA19,EA19,EA19,CRI,CRI,CRI,ARG,ARG,ARG,SAU,SAU,SAU,CZE,CZE,CZE,DNK,DNK,DNK,AUS,AUS,AUS,HUN,HUN,HUN,ISL,ISL,ISL,IRL,IRL,IRL,ITA,ITA,ITA,JPN,JPN,JPN,KOR,KOR,KOR,LUX,LUX,LUX,MEX,MEX,MEX,NLD,NLD,NLD,NZL,NZL,NZL,AUT,AUT,AUT,NOR,NOR,NOR,POL,POL,POL,PRT,PRT,PRT,SVK,SVK,SVK,ESP,ESP,ESP,SWE,SWE,SWE,CHE,CHE,CHE,TUR,TUR,TUR,GBR,GBR,GBR,USA,USA,USA,BEL,BEL,BEL,BRA,BRA,BRA,CHL,CHL,CHL,CHN,CHN,CHN,EST,EST,EST,IND,IND,IND,IDN,IDN,IDN,ISR,ISR,ISR,RUS,RUS,RUS,SVN,SVN,SVN,ZAF,ZAF,ZAF,CAN,CAN,CAN,COL,COL,COL,LVA,LVA,LVA,EA19,EA19,EA19,CZE,CZE,CZE,DNK,DNK,DNK,FIN,FIN,FIN,FRA,FRA,FRA,DEU,DEU,DEU,GRC,GRC,GRC,AUS,AUS,HUN,HUN,ISL,ISL,IRL,IRL,ITA,ITA,JPN,JPN,KOR,KOR,LUX,LUX,MEX,MEX,NLD,NLD,NZL,NZL,AUT,AUT,NOR,NOR,POL,POL,PRT,PRT,SVK,SVK,ESP,ESP,SWE,SWE,CHE,CHE,TUR,TUR,GBR,GBR,USA,USA,BEL,BEL,CHL,CHL,EST,EST,ISR,ISR,SVN,SVN,CAN,CAN,COL,COL,LVA,LVA,EA19,EA19,CZE,CZE,DNK,DNK,FIN,FIN,FRA,FRA,DEU,DEU,GRC,GRC,AUS,AUS,AUS,HUN,HUN,HUN,ISL,ISL,ISL,IRL,IRL,IRL,ITA,ITA,ITA,JPN,JPN,JPN,KOR,KOR,KOR,LUX,LUX,LUX,MEX,MEX,MEX,NLD,NLD,NLD,NZL,NZL,NZL,AUT,AUT,AUT,NOR,NOR,NOR,POL,POL,POL,PRT,PRT,PRT,SVK,SVK,SVK,ESP,ESP,ESP,SWE,SWE,SWE,CHE,CHE,CHE,GBR,GBR,GBR,USA,USA,USA,BEL,BEL,BEL,CHL,CHL,CHL,CHN,CHN,CHN,EST,EST,EST,IND,IND,IND,IDN,IDN,IDN,ISR,ISR,ISR,RUS,RUS,RUS,SVN,SVN,SVN,ZAF,ZAF,ZAF,CAN,CAN,CAN,COL,COL,COL,LVA,LVA,LVA,EA19,EA19,EA19,CRI,CRI,CRI,LTU,LTU,LTU,CZE,CZE,CZE,DNK,DNK,DNK,FIN,FIN,FIN,FRA,FRA,FRA,DEU,DEU,DEU,GRC,GRC,GRC,AUS,AUS,AUS,HUN,HUN,HUN,ISL,ISL,ISL,JPN,JPN,JPN,KOR,KOR,KOR,MEX,MEX,MEX,NZL,NZL,NZL,NOR,NOR,NOR,POL,POL,POL,SWE,SWE,SWE,CHE,CHE,CHE,TUR,TUR,TUR,GBR,GBR,GBR,USA,USA,USA,BRA,BRA,BRA,CHL,CHL,CHL,CHN,CHN,CHN,EST,EST,EST,IND,IND,IND,IDN,IDN,IDN,ISR,ISR,ISR,RUS,RUS,RUS,SVN,SVN,SVN,ZAF,ZAF,ZAF,CAN,CAN,CAN,COL,COL,COL,LVA,LVA,LVA,EA19,EA19,EA19,CRI,CRI,CRI,CZE,CZE,CZE,DNK,DNK,DNK
FREQUENCY,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M,A,Q,M
1958,2.613001,,,,,,,,,0.6325825,,,4.945891,,,,,,,,,,,,,,,4.554835,,,,,,4.904708,,,,,,,,,,,,,,,,,,0.3834781,,,2.741691,,,,,,1.751616,,,2.562685,,,,,,,,,,,,,,,,,,0.458891,,,,,,,,,,,,,,,,,,3.388965,,,,,,,,,,,,,,,,,,0.579163,,,3.393329,,,,,,,,,,,,,,,0.002112356,,,0.5055837,,,,,,,,,,,,,,,,,,,,,2.317524,,,,,,,,,,,,,,,,,,,,,0.1015941,,,,,,,,,,,,,,,1.211721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02932629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.153333,,,,,,3.315833,,,5.410833,,,,,,,,,,,,,,,,,,5.145833,,,4.115833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.783333,,,,,,0.8932989,,,,,,0.16283,,,359.8383,,,50.0,,,0.0125,,,0.7189313,,,7.14286,,,0.0004,,,5.173818,,,4.286758,,,5.727917e-06,,,0.3558868,,,5.59334e-14,,,0.0007046462,,,2.46181,,,4.764833,,,,,,0.00018,,,,,,0.7127056,,,0.97075,,,1.0,,,6.4,,,,,,,,,5.615,,,,,,3.75,,,,,,6.905081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.158333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,,,,,,,,,,,,,,,,,,,,,,,
1959,3.256616,,,,,,,,,0.8402629,,,7.584875,,,4.07691,,,,,,,,,,,,6.59276,,,,,,6.468522,,,,,,,,,,,,,,,,,,0.4979177,,,3.703937,,,,,,2.397636,,,3.293681,,,,,,,,,,,,,,,,,,0.5178868,,,,,,,,,,,,,,,,,,3.916102,,,,,,,,,,,,,,,,,,0.6563848,,,4.294848,,,,,,,,,,,,,,,0.002408331,,,0.5884898,,,,,,,,,,,,,,,,,,,,,2.552826,,,,,,,,,4.646738,,,,,,,,,,,,0.1071471,,,,,,,,,,,,,,,1.241353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.437377,,,,,,,,,,,,0.03262416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.398334,,,,,,,,,,,,,,,,,,,,,,,,,,,3.076667,,,,,,4.333333,,,5.020833,,,,,,,,,,,,,,,,,,5.25,,,5.048333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.766667,,,,,,0.8936448,,,,,,0.16283,,,359.9575,,,50.0,,,0.0125,,,0.7191898,,,7.14286,,,0.0004,,,5.175092,,,4.321417,,,9.015e-06,,,0.3560166,,,6.527367e-14,,,0.0009443061,,,2.46181,,,4.765833,,,,,,0.00018,,,,,,0.7130018,,,0.9591666,,,1.0,,,6.4,,,,,,,,,5.615,,,0.0,,,3.75,,,,,,6.892953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.995833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,
